term,mp_id,mp_term_key,name,club,professions,profession_raw,profession_clean,profession_group,profession_group_web
7,26,7-26,Andrzej Bętkowski,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,77,7-77,Andrzej Duda,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,484,7-484,Andrzej Smirnow,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,377,7-377,Andrzej Szlachta,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,359,7-359,Anna Elżbieta Sobecka,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,228,7-228,Antoni Macierewicz,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,62,7-62,Arkadiusz Czartoryski,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,113,7-113,Artur Górski,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,45,7-45,Barbara Bubula,PiS,filolog,filolog,filolog,Edukacja i nauka,Edukacja i nauka
7,44,7-44,Beata Bublewicz,PO,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
7,243,7-243,Beata Mazurek,PiS,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
7,481,7-481,Beata Rusinowska,PO,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
7,384,7-384,Beata Szydło,PiS,etnograf,etnograf,etnograf,Edukacja i nauka,Edukacja i nauka
7,340,7-340,Bogdan Rzońca,PiS,nauczyciel historii,nauczyciel historii,nauczyciel historii,Edukacja i nauka,Edukacja i nauka
7,46,7-46,Borys Budka,PO,"nauczyciel akademicki, radca prawny",nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,356,7-356,Bożena Sławiak,PO,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
7,104,7-104,Czesław Gluza,SLD,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
7,302,7-302,Dariusz Piontkowski,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,184,7-184,Domicela Kopaczewska,PO,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
7,406,7-406,Donald Tusk,PO,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,333,7-333,Dorota Rutkowska,PO,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
7,94,7-94,Elżbieta Gapińska,PO,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
7,201,7-201,Elżbieta Kruk,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,469,7-469,Elżbieta Królikowska-Kińska,PO,fizyk,fizyk,fizyk,Edukacja i nauka,Edukacja i nauka
7,322,7-322,Elżbieta Rafalska,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,76,7-76,Ewa Drozd,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,427,7-427,Ewa Wolak,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,459,7-459,Ewa Żmuda-Trzebiatowska,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,236,7-236,Gabriela Masłowska,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,495,7-495,Grażyna Ciemniak,PO,chemik,chemik,chemik,Edukacja i nauka,Edukacja i nauka
7,429,7-429,Grzegorz Adam Woźniak,PiS,geograf,geograf,geograf,Edukacja i nauka,Edukacja i nauka
7,468,7-468,Grzegorz Janik,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,347,7-347,Grzegorz Schreiber,PiS,filolog,filolog,filolog,Edukacja i nauka,Edukacja i nauka
7,353,7-353,Henryk Siedlaczek,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,473,7-473,Irena Tomaszak-Zesiuk,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,324,7-324,Ireneusz Raś,PO,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,194,7-194,Iwona Kozłowska,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,215,7-215,Izabela Leszczyna,PO,nauczyciel konsultant,nauczyciel konsultant,nauczyciel konsultant,Edukacja i nauka,Edukacja i nauka
7,344,7-344,Jacek Sasin,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,418,7-418,Jadwiga Wiśniewska,PiS,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
7,235,7-235,Jagna Marczułajtis-Walczak,PO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,163,7-163,Jan Kaźmierczak,PO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,508,7-508,Jan Kulas,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,482,7-482,Jan Rzymełka,PO,"geolog, nauczyciel akademicki",geolog,geolog,Edukacja i nauka,Edukacja i nauka
7,482,7-482,Jan Rzymełka,PO,"geolog, nauczyciel akademicki",nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,388,7-388,Jan Szyszko,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,57,7-57,Janusz Cichoń,PO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,285,7-285,Janusz Palikot,RP,filozof,filozof,filozof,Edukacja i nauka,Edukacja i nauka
7,110,7-110,Jarosław Gowin,ZP,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,332,7-332,Jarosław Rusiecki,PiS,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
7,498,7-498,Jarosław Stawiarski,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,464,7-464,Jarosław Tomasz Jagiełło,niez.,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,445,7-445,Jarosław Zieliński,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,460,7-460,Jerzy Żyżyński,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,86,7-86,Joanna Fabisiak,PO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,253,7-253,Joanna Mucha,PO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,106,7-106,John Abraham Godson,PSL,nauczyciel akademicki/menadżer,nauczyciel akademicki/menadżer,nauczyciel akademicki/menadżer,Edukacja i nauka,Edukacja i nauka
7,305,7-305,Julia Pitera,PO,polonista,polonista,polonista,Edukacja i nauka,Edukacja i nauka
7,132,7-132,Józefa Hrynkiewicz,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,125,7-125,Katarzyna Hall,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,504,7-504,Katarzyna Stachowicz,PO,filolog,filolog,filolog,Edukacja i nauka,Edukacja i nauka
7,408,7-408,Kazimierz Michał Ujazdowski,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,249,7-249,Kazimierz Moskal,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,450,7-450,Kazimierz Ziobro,ZP,teolog,teolog,teolog,Edukacja i nauka,Edukacja i nauka
7,255,7-255,Killion Munyama,PO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,248,7-248,Konstanty Miodowicz,PO,etnograf,etnograf,etnograf,Edukacja i nauka,Edukacja i nauka
7,382,7-382,Krystyna Szumilas,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,226,7-226,Krystyna Łybacka,SLD,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,217,7-217,Krzysztof Lipiec,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,245,7-245,Krzysztof Michałkiewicz,PiS,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
7,486,7-486,Krzysztof Sońta,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,373,7-373,Krzysztof Szczerski,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,361,7-361,Lech Sprawka,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,5,7-5,Leszek Aleksandrzak,SLD,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,30,7-30,Leszek Blanik,PO,"nauczyciel akademicki,trener",nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,299,7-299,Lucjan Marek Pietrzczyk,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,75,7-75,Ludwik Dorn,niez.,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
7,233,7-233,Maciej Małecki,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,224,7-224,Maciej Łopiński,PiS,filolog,filolog,filolog,Edukacja i nauka,Edukacja i nauka
7,421,7-421,Marcin Witko,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,203,7-203,Marek Krząkała,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,492,7-492,Marek Kwitek,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,307,7-307,Marek Plura,PO,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
7,316,7-316,Marek Poznański,niez.,archeolog,archeolog,archeolog,Edukacja i nauka,Edukacja i nauka
7,339,7-339,Marek Rząsa,PO,nauczyciel dyplomowany,nauczyciel dyplomowany,nauczyciel dyplomowany,Edukacja i nauka,Edukacja i nauka
7,426,7-426,Marek Wojtkowski,PO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,221,7-221,Marek Łatas,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,264,7-264,Maria Nowak,PiS,matematyk,matematyk,matematyk,Edukacja i nauka,Edukacja i nauka
7,156,7-156,Mariusz Kamiński,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,146,7-146,Mariusz Orion Jędrysek,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,432,7-432,Marzena Dorota Wróbel,niez.,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,2,7-2,Małgorzata Adamczak,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,56,7-56,Małgorzata Chomycz,PO,filolog klasyczny,filolog klasyczny,filolog klasyczny,Edukacja i nauka,Edukacja i nauka
7,234,7-234,Małgorzata Marcinkiewicz,RP,chemik,chemik,chemik,Edukacja i nauka,Edukacja i nauka
7,488,7-488,Michał Stuligrosz,PO,geograf,geograf,geograf,Edukacja i nauka,Edukacja i nauka
7,288,7-288,Mirosław Pawlak,PSL,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,308,7-308,Mirosław Pluta,PO,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
7,287,7-287,Paweł Papke,PO,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
7,17,7-17,Piotr Babinetz,PiS,"historyk,muzealnik",historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,477,7-477,Piotr Krzysztof Ćwik,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,256,7-256,Piotr Naimski,PiS,biochemik,biochemik,biochemik,Edukacja i nauka,Edukacja i nauka
7,23,7-23,Piotr Paweł Bauć,RP,pedagog,pedagog,pedagog,Edukacja i nauka,Edukacja i nauka
7,376,7-376,Piotr Szeliga,niez.,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,417,7-417,Przemysław Wipler,niez.,"nauczyciel akademicki,prawnik",nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,51,7-51,Renata Butryn,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,180,7-180,Robert Kołakowski,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,200,7-200,Robert Kropiwnicki,PO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,396,7-396,Ryszard Terlecki,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,439,7-439,Ryszard Zawadzki,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,133,7-133,Stanisław Huskowski,PO,fizyk,fizyk,fizyk,Edukacja i nauka,Edukacja i nauka
7,434,7-434,Stanisław Wziątek,SLD,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,263,7-263,Stefan Niesiołowski,PO,biolog,biolog,biolog,Edukacja i nauka,Edukacja i nauka
7,365,7-365,Stefan Strzałkowski,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,190,7-190,Sławomir Kowalski,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,174,7-174,Sławomir Kłosowski,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,440,7-440,Sławomir Zawiślak,PiS,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,134,7-134,Tadeusz Iwiński,SLD,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,430,7-430,Tadeusz Woźniak,ZP,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,95,7-95,Tomasz Garbowski,SLD,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,105,7-105,Tomasz Głogowski,PO,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,150,7-150,Tomasz Kaczmarek,niez.,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
7,158,7-158,Tomasz Kamiński,SLD,socjolog,socjolog,socjolog,Edukacja i nauka,Edukacja i nauka
7,465,7-465,Tomasz Kulesza,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,214,7-214,Tomasz Lenz,PO,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,357,7-357,Waldemar Sługocki,PO,"urzędnik, nauczyciel akademicki",nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,267,7-267,Wanda Nowicka,niez.,filolożka klasyczna,filolożka klasyczna,filolożka klasyczna,Edukacja i nauka,Edukacja i nauka
7,366,7-366,Wiesław Suchowiejko,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,61,7-61,Witold Czarnecki,PiS,wykładowca akademicki,wykładowca akademicki,wykładowca akademicki,Edukacja i nauka,Edukacja i nauka
7,414,7-414,Witold Waszczykowski,PiS,nauczyciel akademicki - nauki humanistyczne,nauczyciel akademicki - nauki humanistyczne,nauczyciel akademicki - nauki humanistyczne,Edukacja i nauka,Edukacja i nauka
7,447,7-447,Wojciech Ziemniak,PO,nauczyciel wychowania fizycznego,nauczyciel wychowania fizycznego,nauczyciel wychowania fizycznego,Edukacja i nauka,Edukacja i nauka
7,25,7-25,Włodzimierz Bernacki,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,160,7-160,Włodzimierz Karpiński,PO,chemik,chemik,chemik,Edukacja i nauka,Edukacja i nauka
7,73,7-73,Zbigniew Dolata,PiS,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,102,7-102,Zbigniew Girzyński,niez.,wykładowca akademicki,wykładowca akademicki,wykładowca akademicki,Edukacja i nauka,Edukacja i nauka
7,207,7-207,Zbigniew Kuźmiuk,PiS,nauczyciel akademicki,nauczyciel akademicki,nauczyciel akademicki,Edukacja i nauka,Edukacja i nauka
7,282,7-282,Zbigniew Pacelt,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,338,7-338,Zbigniew Rynasiewicz,PO,historyk,historyk,historyk,Edukacja i nauka,Edukacja i nauka
7,360,7-360,Zbigniew Sosnowski,PSL,mgr historii,mgr historii,mgr historii,Edukacja i nauka,Edukacja i nauka
7,423,7-423,Zbigniew Włodkowski,PSL,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,222,7-222,Zofia Ławrynowicz,PO,nauczyciel,nauczyciel,nauczyciel,Edukacja i nauka,Edukacja i nauka
7,325,7-325,Jerzy Rębek,PiS,administrator,administrator,administrator,Inne,Inne
7,516,7-516,Michał Dworczyk,PiS,zawodowy działacz org. pozarządowej,zawodowy działacz org. pozarządowej,zawodowy działacz org. pozarządowej,Inne,Inne
7,476,7-476,Przemysław Czarnecki,PiS,analityk ds bezpieczeństwa,analityk ds bezpieczeństwa,analityk ds bezpieczeństwa,Inne,Inne
7,479,7-479,Aldona Młyńczak,PO,architekt,architekt,architekt,Inżynieria i techniczne,Technika i IT
7,116,7-116,Aleksander Grad,PO,inżynier geodeta,inżynier geodeta,inżynier geodeta,Inżynieria i techniczne,Technika i IT
7,271,7-271,Alicja Olechowska,PO,inspektor nadzoru budowlanego,inspektor nadzoru budowlanego,inspektor nadzoru budowlanego,Inżynieria i techniczne,Technika i IT
7,66,7-66,Andrzej Czerwiński,PO,inżynier elektryk,inżynier elektryk,inżynier elektryk,Inżynieria i techniczne,Technika i IT
7,93,7-93,Andrzej Gałażewski,PO,inż. mechanik,inż. mechanik,inż. mechanik,Inżynieria i techniczne,Technika i IT
7,216,7-216,Andrzej Lewandowski,RP,inżynier mechanik,inżynier mechanik,inżynier mechanik,Inżynieria i techniczne,Technika i IT
7,293,7-293,Andrzej Piątak,niez.,inżynier elektronik,inżynier elektronik,inżynier elektronik,Inżynieria i techniczne,Technika i IT
7,78,7-78,Artur Dunin,PO,geodeta,geodeta,geodeta,Inżynieria i techniczne,Technika i IT
7,48,7-48,Bożenna Bukiewicz,PO,inż. mechanik,inż. mechanik,inż. mechanik,Inżynieria i techniczne,Technika i IT
7,24,7-24,Dariusz Bąk,PiS,inżynier leśnik,inżynier leśnik,inżynier leśnik,Inżynieria i techniczne,Technika i IT
7,297,7-297,Elżbieta Apolonia Pierzchała,PO,inżynier transportu kolejowego,inżynier transportu kolejowego,inżynier transportu kolejowego,Inżynieria i techniczne,Technika i IT
7,121,7-121,Eugeniusz Tomasz Grzeszczak,PSL,magister inżynier rolnik,magister inżynier rolnik,magister inżynier rolnik,Inżynieria i techniczne,Technika i IT
7,239,7-239,Grzegorz Matusiak,PiS,inżynier energetyk,inżynier energetyk,inżynier energetyk,Inżynieria i techniczne,Technika i IT
7,175,7-175,Henryk Kmiecik,PSL,mechanik,mechanik,mechanik,Inżynieria i techniczne,Technika i IT
7,462,7-462,Henryk Smolarz,PSL,inżynier rolnik,inżynier rolnik,inżynier rolnik,Inżynieria i techniczne,Technika i IT
7,34,7-34,Jacek Bogucki,PiS,inżynier mechanik,inżynier mechanik,inżynier mechanik,Inżynieria i techniczne,Technika i IT
7,209,7-209,Jacek Kwiatkowski,RP,technik elektromechanik,technik elektromechanik,technik elektromechanik,Inżynieria i techniczne,Technika i IT
7,52,7-52,Jan Cedzyński,SLD,inżynier budownictwa,inżynier budownictwa,inżynier budownictwa,Inżynieria i techniczne,Technika i IT
7,390,7-390,Janusz Śniadek,PiS,inżynier mechanik,inżynier mechanik,inżynier mechanik,Inżynieria i techniczne,Technika i IT
7,455,7-455,Jarosław Żaczek,KPSP,inżynier rolnictwa,inżynier rolnictwa,inżynier rolnictwa,Inżynieria i techniczne,Technika i IT
7,238,7-238,Jerzy Materna,PiS,inż. budownictwa lądowego,inż. budownictwa lądowego,inż. budownictwa lądowego,Inżynieria i techniczne,Technika i IT
7,378,7-378,Jerzy Szmit,PiS,geodeta,geodeta,geodeta,Inżynieria i techniczne,Technika i IT
7,212,7-212,Józef Lassota,PO,inżynier,inżynier,inżynier,Inżynieria i techniczne,Technika i IT
7,319,7-319,Józef Racki,PSL,inż. geodeta,inż. geodeta,inż. geodeta,Inżynieria i techniczne,Technika i IT
7,327,7-327,Józef Rojek,ZP,inżynier mechanik,inżynier mechanik,inżynier mechanik,Inżynieria i techniczne,Technika i IT
7,108,7-108,Kazimierz Gołojuch,PiS,inżynier mechanizacji rolnictwa,inżynier mechanizacji rolnictwa,inżynier mechanizacji rolnictwa,Inżynieria i techniczne,Technika i IT
7,306,7-306,Kazimierz Plocke,PO,inżynier rolnik,inżynier rolnik,inżynier rolnik,Inżynieria i techniczne,Technika i IT
7,280,7-280,Krystyna Ozga,PSL,inżynier rolnik,inżynier rolnik,inżynier rolnik,Inżynieria i techniczne,Technika i IT
7,352,7-352,Krystyna Sibińska,PO,inż. budownictwa,inż. budownictwa,inż. budownictwa,Inżynieria i techniczne,Technika i IT
7,91,7-91,Krzysztof Gadowski,PO,inżynier transportu,inżynier transportu,inżynier transportu,Inżynieria i techniczne,Technika i IT
7,148,7-148,Krzysztof Jurgiel,PiS,inżynier geodeta,inżynier geodeta,inżynier geodeta,Inżynieria i techniczne,Technika i IT
7,502,7-502,Krzysztof Maciejewski,PiS,inżynier mechanik,inżynier mechanik,inżynier mechanik,Inżynieria i techniczne,Technika i IT
7,313,7-313,Krzysztof Popiołek,ZP,inżynier elektryk,inżynier elektryk,inżynier elektryk,Inżynieria i techniczne,Technika i IT
7,394,7-394,Krzysztof Tchórzewski,PiS,elektryk,elektryk,elektryk,Inżynieria i techniczne,Technika i IT
7,362,7-362,Lidia Staroń,niez.,inżynier budownictwa,inżynier budownictwa,inżynier budownictwa,Inżynieria i techniczne,Technika i IT
7,167,7-167,Marcin Kierwiński,PO,mgr inż. elektronik,mgr inż. elektronik,mgr inż. elektronik,Inżynieria i techniczne,Technika i IT
7,18,7-18,Marek Balt,SLD,"ekonomista,inżynier",inżynier,inżynier,Inżynieria i techniczne,Technika i IT
7,310,7-310,Marek Polak,PiS,technik mechanik,technik mechanik,technik mechanik,Inżynieria i techniczne,Technika i IT
7,345,7-345,Marek Sawicki,PSL,inżynier rolnictwa,inżynier rolnictwa,inżynier rolnictwa,Inżynieria i techniczne,Technika i IT
7,452,7-452,Maria Zuba,PiS,inżynier elektryk,inżynier elektryk,inżynier elektryk,Inżynieria i techniczne,Technika i IT
7,283,7-283,Michał Tomasz Pacholski,PSL,geodeta,geodeta,geodeta,Inżynieria i techniczne,Technika i IT
7,425,7-425,Michał Wojtkiewicz,PiS,inżynier geodeta,inżynier geodeta,inżynier geodeta,Inżynieria i techniczne,Technika i IT
7,12,7-12,Paweł Arndt,PO,inżynier budownictwa,inżynier budownictwa,inżynier budownictwa,Inżynieria i techniczne,Technika i IT
7,55,7-55,Piotr Chmielowski,SLD,inżynier mechanik,inżynier mechanik,inżynier mechanik,Inżynieria i techniczne,Technika i IT
7,395,7-395,Robert Telus,PiS,inżynier środowiska,inżynier środowiska,inżynier środowiska,Inżynieria i techniczne,Technika i IT
7,4,7-4,Romuald Ajchler,SLD,technik rolnik,technik rolnik,technik rolnik,Inżynieria i techniczne,Technika i IT
7,92,7-92,Ryszard Galla,niez.,inżynier mechanik,inżynier mechanik,inżynier mechanik,Inżynieria i techniczne,Technika i IT
7,442,7-442,Ryszard Zbrzyzny,SLD,inż. górnik,inż. górnik,inż. górnik,Inżynieria i techniczne,Technika i IT
7,281,7-281,Stanisław Ożóg,PiS,inżynier geodeta,inżynier geodeta,inżynier geodeta,Inżynieria i techniczne,Technika i IT
7,458,7-458,Stanisław Żmijan,PO,inż. budownictwa,inż. budownictwa,inż. budownictwa,Inżynieria i techniczne,Technika i IT
7,84,7-84,Tadeusz Dziuba,PiS,inżynier technolog drewna,inżynier technolog drewna,inżynier technolog drewna,Inżynieria i techniczne,Technika i IT
7,131,7-131,Teresa Hoppe,PO,inżynier ogrodnik,inżynier ogrodnik,inżynier ogrodnik,Inżynieria i techniczne,Technika i IT
7,358,7-358,Tomasz Smolarz,PO,inżynier budownictwa,inżynier budownictwa,inżynier budownictwa,Inżynieria i techniczne,Technika i IT
7,168,7-168,Witold Klepacz,SLD,inżynier budownictwa,inżynier budownictwa,inżynier budownictwa,Inżynieria i techniczne,Technika i IT
7,54,7-54,Zbigniew Chmielowiec,PiS,inżynier inżynierii środowiska,inżynier inżynierii środowiska,inżynier inżynierii środowiska,Inżynieria i techniczne,Technika i IT
7,503,7-503,Jarosław Gromadzki,niez.,informatyk,informatyk,informatyk,IT,Technika i IT
7,85,7-85,Wincenty Elsner,SLD,informatyk,informatyk,informatyk,IT,Technika i IT
7,517,7-517,Andrzej Dołecki,RP,dziennikarz,dziennikarz,dziennikarz,Media i kultura,"Kultura, media i sport"
7,330,7-330,Andrzej Rozenek,BC,dziennikarz,dziennikarz,dziennikarz,Media i kultura,"Kultura, media i sport"
7,443,7-443,Bogdan Zdrojewski,PO,kulturoznawca,kulturoznawca,kulturoznawca,Media i kultura,"Kultura, media i sport"
7,68,7-68,Eugeniusz Czykwin,SLD,dziennikarz,dziennikarz,dziennikarz,Media i kultura,"Kultura, media i sport"
7,493,7-493,Ewa Czeszejko-Sochacka,PO,menedżer kultury,menedżer kultury,menedżer kultury,Media i kultura,"Kultura, media i sport"
7,331,7-331,Halina Rozpondek,PO,bibliotekoznawca,bibliotekoznawca,bibliotekoznawca,Media i kultura,"Kultura, media i sport"
7,389,7-389,Iwona Śledzińska-Katarasińska,PO,dziennikarz,dziennikarz,dziennikarz,Media i kultura,"Kultura, media i sport"
7,400,7-400,Jan Tomaszewski,PO,komentator sportowy,komentator sportowy,komentator sportowy,Media i kultura,"Kultura, media i sport"
7,88,7-88,Jerzy Fedorowicz,PO,aktor,aktor,aktor,Media i kultura,"Kultura, media i sport"
7,415,7-415,Jerzy Wenderlich,SLD,dziennikarz,dziennikarz,dziennikarz,Media i kultura,"Kultura, media i sport"
7,170,7-170,Joanna Kluzik-Rostkowska,PO,dziennikarka,dziennikarka,dziennikarka,Media i kultura,"Kultura, media i sport"
7,144,7-144,Leszek Jastrzębski,PO,dziennikarz,dziennikarz,dziennikarz,Media i kultura,"Kultura, media i sport"
